jmpJobID,omlPartGroupID,jmpPartLongDescriptionText,jmpPartShortDescription,completeddate,sellvalue,kw,ls,econ,age,cost,labourhours,GP,GM
15773-04-01,RTP,"60 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling c/w controls and CO2 Sensors

SA : 2700 l/s
OA : 2700 l/s
RA : 2700 l/s
",60 kW Rooftop Packaged Unit                       ,2018-04-04,56111.0,60.0,2700.0,0,1242,31013.8584113,74.5,25097.1415887,0.45
15773-03-01,RTP,"45 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling c/w controls and CO2 Sensors
SA : 2000 l/s
OA : 2000 l/s
RA : 2000 l/s
",45 kW Rooftop Packaged Unit                       ,2018-04-09,48095.0,45.0,2000.0,0,1237,25603.2906859,79.5,22491.7093141,0.47
15911-01-01,ERVCO,"ERV-AHU-2
2500 l/s Energy Recovery Ventilator Unit
Option(s) : Economy Cycle, Modulating RABP, EC Plug Fans, CHW/HHW Coils and 75% Effective Enthalpy Heat Exchangers
SA : 2200 / 2100 l/s @ 150Pa ESP
OA : 2200 / 2100 l/s
RA : 2200 / 2100 l/s",2500 l/s Energy Recovery Ventilator Unit With EC  ,2018-03-16,24056.0,50.0,2500.0,1,1261,14162.2354886,46.0,9893.7645114,0.41
15911-01-02,ERVCO,"ERV-AHU-3
2500 l/s Energy Recovery Ventilator Unit
Option(s) : Economy Cycle, Modulating RABP, EC Plug Fans, CHW/HHW Coils and 75% Effective Enthalpy Heat Exchangers
SA : 2200 / 2100 l/s @ 150Pa ESP
OA : 2200 / 2100 l/s
RA : 2200 / 2100 l/s",2500 l/s Energy Recovery Ventilator Unit With EC  ,2018-03-15,24056.0,50.0,2500.0,1,1262,13028.939588600002,28.5,11027.060411399998,0.46
15868-01-01,RTP,"16 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
Option(s) : Economy Cycle
SA : 750 l/s
OA : 750 l/s
RA : 750 l/s",16 kW Rooftop Packaged Unit With Economy Cycle    ,2018-03-13,24953.0,16.0,750.0,1,1264,12416.1309904,67.75,12536.8690096,0.5
15916-01-01,PP,"1000 l/s PoolPac Unit with Single Stage Heating and Cooling
BLDC Variable Speed Compressor
",1000 l/s PoolPac Unit                             ,2018-03-28,20800.0,20.0,1000.0,0,1249,11610.1197857,48.0,9189.8802143,0.44
15687-01-01,RTP,"82 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
SA : 3600 l/s
OA : 3600 l/s
RA : 3600 l/s
",82 kW Rooftop Packaged Unit                       ,2018-04-10,37700.0,82.0,3600.0,0,1236,16232.8491053,56.75,21467.1508947,0.57
15682-03-01,RTP,"PAC-GA-01
60 kW Rooftop Packaged Unit with Variable Heating and Cooling
Included option(s) : Economy Cycle, EC Plug Fans, CPG Fan Speed Controllers, R410a VSD Compressor (25-100Hz Operating Range), 80% Efficient Sensible Only Heat Exchanger, and Standalone Control System with Temp and CO2 Sensors (requires some on-site wiring and fitting by others).  Control System includes HLI for time programing and monitoring by the BMS 
SA : 3050 l/s @ 250Pa ESP
OA : 1500 l/s
RA : 3050 l/s
EA: 5200 l/s @ 250Pa ESP
",60 kW Rooftop Packaged Unit With Economy Cycle    ,2018-04-09,48465.0,60.0,5200.0,1,1237,26514.302286299993,65.12,21950.697713700007,0.45
15914-01-01,RTP,"RT-1
82 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Options included : Economy Cycle
                           EC Plug fans
                           Enthalpy Heat Exchanger
                           BACnet HLI
SA : 3800 l/s
OA : 3800 l/s
RA : 3800 l/s
",82 kW Rooftop Packaged Unit With Economy Cycle    ,2018-04-11,52750.0,82.0,3800.0,1,1235,27591.3022587,63.25,25158.6977413,0.48
15859-01-01,RTP,"125 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
SA : 5000 l/s, OA : 2730 l/s, RA : 5000 l/s
- 75% Total efficiency Enthalpy heat Exchanger
- Double-skinned 50mm PIR Sandwich Panel Cabinet, weatherproof
- Corrosion Treated Coils
- EC Plug Fans c/w proprietary air volume controllers
- Economy Cycle 
- Bypass Dampers - Can be utilised for pull-down cycle or CO2 control. Includes actuators (non-spring return type)
- Half day manufacturers commissioning assistance
- Freight to site
",125 kW Rooftop Packaged Unit With Economy Cycle   ,2018-04-12,59500.0,125.0,5000.0,1,1234,40336.74126000001,43.25,19163.25873999999,0.32
15909-01-01,DEHUM,"AHU 3W-5
1000l/s Packaged Precise Control Unit.
Complete with CHW Pretreat Coil, DX Low Dew Point Coil, DX Reheat Coil, EC Plug Fan, VSD Compressor, and Advanced Control System complete with Averaging Sensors",PCU-N-D 10                                        ,2018-04-20,42200.0,20.0,1000.0,0,1226,16129.285885399999,31.0,26070.7141146,0.62
15682-04-01,RTP,"PAC-GA-02
20 kW Rooftop Packaged Unit with Variable Heating and Cooling
Option(s) : Economy Cycle, EC Plug Fans, CPG Fan Speed Controllers, R410a VSD Compressor (25-100Hz Operating Range), 80% Efficient Sensible Only Heat Exchanger, and Standalone Control System with Temp and CO2 Sensors (requires some on-site wiring and fitting by others).  Control System includes HLI for time programing and monitoring by the BMS 
SA : 1050 l/s @ 250Pa ESP
OA : 440 l/s
RA : 1050 l/s
EA: 1600 l/s @ 250Pa ESP
",20 kW Rooftop Packaged Unit With Economy Cycle    ,2018-04-06,31605.0,20.0,1600.0,1,1240,15170.839239299998,55.13,16434.160760700004,0.52
15920-01-01,DEHUM,"AC-OT5-1: PCU-N-LD 15
1160 l/s Low Dewpoint Precise Control Unit
- Single VSD compressor with 3-way modulating reheat 
- Reheat coil
- Packaged condenser with EC fan
- EC Plug Fan for supply air
- Factory controls -Proprietary controls with Low Level Interface (Modbus available for surcharge).  Inputs required for stop/start via timeclock and/or push button and temp set point adjustment (0-10 VDC)
- F5 Deep bed Filters
- Full day manufacturers commissioning assistance (includes travel and accommodation)
- Freight to Rockhampton
",PCU-N-LD 15                                       ,2018-04-24,45680.0,23.2,1160.0,0,1222,25175.965584700007,36.5,20504.034415299993,0.45
16013-01-01,DEHUM,Precise Control Unit Hybrid 1000 l/s              ,Precise Control Unit Hybrid 1000 l/s              ,2018-05-01,15910.45,20.0,1000.0,0,1215,15910.4514669,88.0,-0.0014668999992863974,-0.0
15925-01-01,DEHUM,"Precon-1
1350L/s DX Preconditioner per ALDI Spec
Complete With:
-	80% Sensible Only Heat Exchanger
-	VSD Compressor - 48 kW
-	Roof Mounted Condenser
-	Stainless Steel Drain Trays
-	Corrosion Treated Coils
-	EC Plug Fans
-	Supply Air Volume Controller
-	Wall Mounted Temp and Humidity Sensor
-	Deep Bed Filters
-	Half Day Commissioning Assistance Incl. Travel
",ACDHUM2-D                                         ,2018-04-26,50500.0,48.0,1350.0,1,1220,21306.741356599996,78.25,29193.258643400004,0.58
15907-01-01,RTP,"96 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
SA : 2700 l/s, OA : 1900 l/s
-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet
-	Corrosion Treated Coils
-	EC Plug Fans c/w proprietary air volume controllers
-	Economy Cycle 
-	Bypass Dampers - Can be utilised for pull-down cycle or CO2 control. Includes actuators (non-spring return type)
-	Dual staged compressors
-	Functionality wired to a terminal strip for control by others
-	Manufacturers Commissioning Assistance
-	Freight to site
",96 kW Rooftop Packaged Unit                       ,2018-04-24,56900.0,96.0,2700.0,1,1222,30942.741265800003,101.5,25957.258734199997,0.46
15839-01-01,DEHUM,"1350L/s DX Preconditioner per ALDI Spec
Complete With:
-	80% Sensible Only Heat Exchanger
-	VSD Compressor - 55 kW
-	Roof Mounted Condenser
-	Stainless Steel Drain Trays
-	Corrosion Treated Coils
-	EC Plug Fans
-	Supply Air Volume Controller
-	Wall Mounted Temp and Humidity Sensor
-	Deep Bed Filters
-	Half Day Commissioning Assistance Incl. Travel
",ACDHUM2-D                                         ,2018-04-24,55850.0,55.0,1350.0,1,1222,24278.2944001,112.0,31571.7055999,0.57
15999-01-02,PP,"5000 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 5000 l/s
OA : 5000 l/s
RA : 5000 l/s
",5000 l/s PoolPac Unit                             ,2018-05-10,63400.0,100.0,5000.0,0,1206,32446.7690169,141.0,30953.2309831,0.49
15999-01-01,PP,"5000 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 5000 l/s
OA : 5000 l/s
RA : 5000 l/s
",5000 l/s PoolPac Unit                             ,2018-05-09,63400.0,100.0,5000.0,0,1207,34114.5691269,160.75,29285.4308731,0.46
15996-01-01,PP,"1000 l/s PoolPac Unit with Single Stage Heating and Cooling
SA : 1000 l/s
OA : 1000 l/s
RA : 1000 l/s
",1000 l/s PoolPac Unit                             ,2018-05-21,28900.0,20.0,1000.0,0,1195,12603.277486200002,110.5,16296.722513799998,0.56
15972-01-01,ERVCO,"AHU-1
8000l/s Energy Recovery Ventilator Unit
Included Options: TALL Configuration, HHW Coil, EC Plug Fans, and Corrosion Resistance 
",Energy Recovery Ventilator 8000 L/s               ,2018-05-22,49640.0,160.0,8000.0,0,1194,33455.9400398,166.75,16184.0599602,0.33
15972-01-02,ERVCO,"AHU-2
8000l/s Energy Recovery Ventilator Unit
Included Options: TALL Configuration, HHW Coil, EC Plug Fans, and Corrosion Resistance 
",Energy Recovery Ventilator 8000 L/s               ,2018-05-23,49640.0,160.0,8000.0,0,1193,40578.6115736,185.25,9061.3884264,0.18
15978-01-01,DEHUM,"2800 L/s DX Preconditioner
Complete with:
-	Galvanised Channel Base Frame
-           Double Skin Sandwich Panel Cabinet 
-           80% efficient sensible-only heat exchanger
-	Dual VSD compressors - reverse cycle
-	Remote Condenser - Air on 40 deg
-           Damper on Face of HX
-	Stainless Steel drain trays
-	Corrosion treated coils
-	EC plug fans c/w Supply air volume controller
-	Factory controls package (see note 1 below)
-	100 mm Panel FIlters (or 380 mm Deep Beds if space available)
-	Full Day Commissioning Assistance including travel
-          Special Construct to fit through 1700 mm wide Door",ACDHUM4-D                                         ,2018-05-24,47500.0,56.0,2800.0,1,1192,41549.61756779999,285.5,5950.382432200007,0.13
15813-01-01,DEHUM,"1350L/s DX Preconditioner per ALDI Spec
Complete With:
-	80% Sensible Only Heat Exchanger
-	VSD Compressor
-	Roof Mounted Condenser
-	Stainless Steel Drain Trays
-	Corrosion Treated Coils
-	EC Plug Fans
-	Supply Air Volume Controller
-	Integrated time-clock and special controls per ALDI standard - 3 off field devices to be fitted in store by electrical trade (2 CO2 and 1 Enthalpy Sensor)
-	Deep Bed Filters
-	Half Day Commissioning Assistance Incl. Travel
",ACDHUM2-D                                         ,2018-05-22,52350.0,27.0,1350.0,1,1194,28326.927205599997,207.5,24023.072794400003,0.46
16052-03-01,DEHUM,"PCU.2.2: 1 off PCU-N-D 5
250 l/s Precise Control Unit
- Single VSD compressor with 3-way modulating reheat
- Reheat coil
- Remote condenser with EC fan
- EC Plug supply fan c/w proprietary air volume controller
- Proprietary factory controls with LLI or Modbus TCP
- Half day manufacturers commissioning assistance
- Freight to Brisbane",PCU-N-D 5                                         ,2018-06-27,23976.0,5.0,250.0,0,1158,13892.0014426,86.25,10083.9985574,0.42
15939-01-03,PP,"AHU 1 to 5 (Total 5 Units)
6500 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 6500 l/s; OA : 6500 l/s
Galvanised Channel Base Frame
Double Skin Weatherproof PIR Sandwich Panel Cabinet
80% Efficient Counterflow Sensible Only Heat Exchanger - Corrosion Free 
Copper Tube, AL Fin DX and LTHW Heating Coils - epoxy coated
EC Plug Fans c/w composite impeller and specially treated motor enclosure suitable for chlorinated environment 
Bypass dampers
Full Day Commissioning Assistance incl Travel",6500 l/s PoolPac Unit                             ,2018-06-08,77200.0,130.0,6500.0,0,1177,53784.622332700004,220.35,23415.377667299996,0.3
16052-01-01,DEHUM,"PCU.1.1 and PCU.1.2: 2 off PCU-N-D 10
700 l/s Precise Control Unit
- Single VSD compressor with 3-way modulating reheat
- Reheat coil
- Remote condenser with EC fan
- EC Plug supply fan c/w proprietary air volume controller
- Proprietary factory controls with LLI or Modbus TCP
- Half day manufacturers commissioning assistance
- Freight to Brisbane",PCU-N-D 10                                        ,2018-06-20,31840.0,14.0,700.0,0,1165,22085.185586600004,125.5,9754.814413399996,0.31
15939-01-05,PP,"AHU 1 to 5 (Total 5 Units)
6500 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 6500 l/s; OA : 6500 l/s
Galvanised Channel Base Frame
Double Skin Weatherproof PIR Sandwich Panel Cabinet
80% Efficient Counterflow Sensible Only Heat Exchanger - Corrosion Free 
Copper Tube, AL Fin DX and LTHW Heating Coils - epoxy coated
EC Plug Fans c/w composite impeller and specially treated motor enclosure suitable for chlorinated environment 
Bypass dampers
Full Day Commissioning Assistance incl Travel",6500 l/s PoolPac Unit                             ,2018-06-18,77200.0,130.0,6500.0,0,1167,54957.3456831,235.85,22242.6543169,0.29
15939-01-02,PP,"AHU 1 to 5 (Total 5 Units)
6500 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 6500 l/s; OA : 6500 l/s
Galvanised Channel Base Frame
Double Skin Weatherproof PIR Sandwich Panel Cabinet
80% Efficient Counterflow Sensible Only Heat Exchanger - Corrosion Free 
Copper Tube, AL Fin DX and LTHW Heating Coils - epoxy coated
EC Plug Fans c/w composite impeller and specially treated motor enclosure suitable for chlorinated environment 
Bypass dampers
Full Day Commissioning Assistance incl Travel",6500 l/s PoolPac Unit                             ,2018-06-07,77200.0,130.0,6500.0,0,1178,51650.38373570001,183.1,25549.61626429999,0.33
16052-01-02,DEHUM,"PCU.1.1 and PCU.1.2: 2 off PCU-N-D 10
700 l/s Precise Control Unit
- Single VSD compressor with 3-way modulating reheat
- Reheat coil
- Remote condenser with EC fan
- EC Plug supply fan c/w proprietary air volume controller
- Proprietary factory controls with LLI or Modbus TCP
- Half day manufacturers commissioning assistance
- Freight to Brisbane",PCU-N-D 10                                        ,2018-06-19,31840.0,14.0,700.0,0,1166,23622.707027599998,152.25,8217.292972400002,0.26
15939-01-04,PP,"AHU 1 to 5 (Total 5 Units)
6500 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 6500 l/s; OA : 6500 l/s
Galvanised Channel Base Frame
Double Skin Weatherproof PIR Sandwich Panel Cabinet
80% Efficient Counterflow Sensible Only Heat Exchanger - Corrosion Free 
Copper Tube, AL Fin DX and LTHW Heating Coils - epoxy coated
EC Plug Fans c/w composite impeller and specially treated motor enclosure suitable for chlorinated environment 
Bypass dampers
Full Day Commissioning Assistance incl Travel",6500 l/s PoolPac Unit                             ,2018-06-15,77200.0,130.0,6500.0,0,1170,51780.1556767,171.6,25419.8443233,0.33
16052-02-01,DEHUM,"PCU.2.1: 1 off PCU-N-D 20
1700 l/s Precise Control Unit
- Single VSD compressor with 3-way modulating reheat
- Reheat coil
- Remote condenser with EC fan
- EC Plug supply fan c/w proprietary air volume controller
- Proprietary factory controls with LLI or Modbus TCP
- Half day manufacturers commissioning assistance
- Freight to Brisbane",PCU-N-D 20                                        ,2018-06-21,26120.0,34.0,1700.0,0,1164,26957.2923636,156.0,-837.2923636000014,-0.03
15939-01-01,PP,"AHU 1 to 5 (Total 5 Units)
6500 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 6500 l/s; OA : 6500 l/s
Galvanised Channel Base Frame
Double Skin Weatherproof PIR Sandwich Panel Cabinet
80% Efficient Counterflow Sensible Only Heat Exchanger - Corrosion Free 
Copper Tube, AL Fin DX and LTHW Heating Coils - epoxy coated
EC Plug Fans c/w composite impeller and specially treated motor enclosure suitable for chlorinated environment 
Bypass dampers
Full Day Commissioning Assistance incl Travel",6500 l/s PoolPac Unit                             ,2018-06-06,77200.0,130.0,6500.0,0,1179,54429.433105699994,244.6,22770.566894300006,0.29
15988-02-01,RTP,"RTP-2
27 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
Option(s) : Economy Cycle, EC Plug Fans, CPG Fans Speed Controllers, 80% Efficient Sensible Only Heat Exchanger.
SA : 892 l/s @ 450Pa ESP
OA : 892 l/s
RA : 1140 l/s @ 400Pa ESP",27 kW Rooftop Packaged Unit With Economy Cycle    ,2018-06-28,23599.0,27.0,1140.0,1,1157,12075.481315500001,16.5,11523.518684499999,0.49
16063-01-01,PP,"Main Pool Hall AHU
1200 l/s PoolPac Unit with Single Stage Heating and Cooling
SA : 1200 l/s
OA : 1200 l/s
RA : 1260 l/s
",1200 l/s PoolPac Unit                             ,2018-07-03,28000.0,25.2,1260.0,0,1152,14982.8756195,112.0,13017.1243805,0.46
15988-03-01,RTP,"RTP-3
32 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
Option(s) : Economy Cycle, EC Plug Fans, CPG Fans Speed Controllers, 80% Efficient Sensible Only Heat Exchanger.
SA : 1290 l/s @ 450Pa ESP
OA : 1290 l/s
RA : 1110 l/s @ 400Pa ESP",32 kW Rooftop Packaged Unit With Economy Cycle    ,2018-06-26,25074.0,32.0,1290.0,1,1159,14631.0037973,37.5,10442.9962027,0.42
15988-05-01,PP,"POOLPAC
1000 l/s PoolPac Unit with Single Stage Heating and Cooling
Option(s) :EC Plug Fans, CPG Fans Speed Controllers, 80% Efficient Sensible Only Heat Exchanger and Full Tropic Anti-Corrosion Treatment.
SA : 950 l/s @ 300Pa ESP
OA : 950 l/s
RA : 1000 l/s @ 300Pa ESP

1000 l/s PoolPac Unit with Single Stage Heating and Cooling
SA : 1000 l/s
OA : 1000 l/s
RA : 1000 l/s",1000 l/s PoolPac Unit                             ,2018-07-02,22515.0,20.0,1000.0,0,1153,13358.996792299999,43.75,9156.003207700001,0.41
16084-01-01,PP,"1700 l/s PoolPac Unit with Single Stage Heating and Cooling
SA : 1600 l/s
OA : 1600 l/s
RA : 1840 l/s
",1700 l/s PoolPac Unit                             ,2018-05-31,39000.0,36.8,1840.0,0,1185,15173.503090499999,93.75,23826.4969095,0.61
15988-04-01,RTP,"RTP-4
52 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Option(s) : Economy Cycle, EC Plug Fans, CPG Fans Speed Controllers, 80% Efficient Sensible Only Heat Exchanger.
SA : 2290 l/s @ 450Pa ESP
OA : 2290 l/s
RA : 1835 l/s @ 400Pa ESP",52 kW Rooftop Packaged Unit With Economy Cycle    ,2018-06-27,38498.0,52.0,2290.0,1,1158,18822.4825366,34.5,19675.5174634,0.51
16062-01-01,PP,"1200 l/s PoolPac Unit with Single Stage Heating and Cooling
SA : 1200 l/s
OA : 1200 l/s
RA : 1200 l/s
",1200 l/s PoolPac Unit                             ,2018-06-27,30100.0,24.0,1200.0,0,1158,14782.7195515,109.25,15317.2804485,0.51
15988-01-01,RTP,"RTP-1
82 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Option(s) : Economy Cycle, EC Plug Fans, CPG Fans Speed Controllers, 80% Efficient Sensible Only Heat Exchanger.
SA : 3870 l/s @ 450Pa ESP
OA : 3870 l/s
RA : 3100 l/s @ 400Pa ESP",82 kW Rooftop Packaged Unit With Economy Cycle    ,2018-06-26,49314.0,82.0,3870.0,1,1159,31555.5124256,67.0,17758.4875744,0.36
16048-01-01,DEHUM,"3000l/s Precise Control Unit c/w Low Dewpoint Humidity Control, Variable Refrigerant Control, Brushless DC Compressors, EC Plug Fans, Full Advanced Controls and Factory Assembled Filter Plenum",PCU-E-D 30                                        ,2018-06-29,88680.0,60.0,3000.0,0,1156,59681.585181799994,335.0,28998.414818200006,0.33
16094-01-01,PP,"2300 l/s PoolPac Unit with Dual Stage Heating and Cooling
SA : 2900 l/s; OA : 2900 l/s; RA : 2900 l/s

Complete with:
-	Corrosion resistant copper tube - aluminium finned coil
-	Double-skinned 50mm PIR sandwich panel cabinet
-	EC plug supply and exhaust fans (SA fan upgraded to 2900 l/s)
-	80% efficient sensible-only heat exchanger
-	Stainless steel drain tray
- Thermostat Controller - Factory Fitted - requires digital input for start - Vent/Condition Mode control by others
- Half Day Commissioning Assistance
",2300 l/s PoolPac Unit                             ,2018-07-03,40150.0,58.0,2900.0,0,1152,27050.9487096,161.25,13099.051290399999,0.33
